id	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000243957	0	1	0	0	1	0
ENSG00000243959	4	2	6	3	0	2
ENSG00000243968	0	1	0	1	0	0
ENSG00000243970	83	64	86	53	57	58
ENSG00000243976	0	1	1	0	1	0
ENSG00000243978	10	8	15	6	14	10
ENSG00000243980	0	0	0	0	0	0
ENSG00000243989	46	65	65	47	65	58
ENSG00000243991	0	0	0	0	0	0
ENSG00000244003	1	0	1	2	2	2
ENSG00000244005	178	213	234	165	245	172
ENSG00000244006	0	0	1	0	1	1
ENSG00000244020	0	0	0	0	0	0
ENSG00000244025	0	0	0	0	1	0
ENSG00000244033	0	0	0	0	0	0
ENSG00000244034	0	0	0	0	0	0
ENSG00000244038	2426	2772	2843	1959	2734	2035
ENSG00000244040	4	7	5	3	13	8
ENSG00000244041	34	34	30	32	51	35
ENSG00000244044	1	1	0	0	2	0
ENSG00000244045	126	160	164	116	137	118
ENSG00000244056	0	3	8	1	4	0
ENSG00000244057	0	0	0	0	0	1
ENSG00000244066	0	0	2	0	0	0
ENSG00000244067	0	2	7	1	12	7
ENSG00000244080	5	3	0	2	2	0
ENSG00000244091	1	0	1	0	0	0
ENSG00000244094	1	0	1	3	0	1
ENSG00000244104	1	0	1	0	0	0
ENSG00000244107	1	0	0	1	0	1
ENSG00000244112	1	0	1	2	1	1
ENSG00000244115	0	0	0	0	0	0
ENSG00000244116	0	0	0	0	0	0
ENSG00000244122	0	1	3	3	2	0
ENSG00000244124	6	4	8	10	11	4
ENSG00000244128	2	0	2	4	5	1
ENSG00000244139	0	0	1	1	1	0
ENSG00000244153	78	62	109	55	78	98
ENSG00000244161	10	10	5	5	21	7
ENSG00000244165	59	61	48	48	45	32
ENSG00000244169	1	0	0	0	0	2
ENSG00000244187	174	212	225	209	239	212
ENSG00000244194	0	0	0	0	1	0
ENSG00000244197	0	0	0	1	0	0
ENSG00000244203	9	4	7	5	4	5
ENSG00000244213	4	8	11	6	8	11
ENSG00000244218	4	1	4	4	6	7
ENSG00000244227	4	4	9	2	8	6
ENSG00000244230	9	7	13	7	8	3
ENSG00000244231	0	0	0	0	0	0
ENSG00000244232	0	1	2	0	1	0
ENSG00000244236	0	1	2	0	0	1
ENSG00000244242	49	45	54	25	44	43
ENSG00000244246	0	0	0	0	0	0
ENSG00000244256	0	5	2	1	5	0
ENSG00000244264	0	0	0	0	0	0
ENSG00000244265	4	3	1	3	1	1
ENSG00000244274	13	14	19	5	13	8
ENSG00000244286	2	1	0	0	2	0
ENSG00000244294	0	1	0	0	0	0
ENSG00000244296	0	4	2	0	0	1
ENSG00000244297	0	0	0	0	1	0
ENSG00000244302	1	0	1	1	0	0
ENSG00000244307	1	2	3	1	1	3
ENSG00000244308	1	5	5	3	2	1
ENSG00000244314	0	0	0	0	0	0
ENSG00000244318	0	0	0	0	1	0
ENSG00000244321	1	0	3	1	3	0
ENSG00000244326	0	0	0	0	0	0
ENSG00000244328	1	0	1	0	0	0
ENSG00000244335	3	0	0	0	2	0
ENSG00000244342	1	4	9	2	4	8
ENSG00000244356	12	3	4	3	2	4
ENSG00000244357	3	4	2	1	2	2
ENSG00000244362	2	0	2	0	1	2
ENSG00000244372	0	0	0	0	1	0
ENSG00000244376	0	0	0	0	1	0
ENSG00000244384	0	3	1	2	1	2
ENSG00000244389	3	3	2	4	0	0
ENSG00000244391	1	0	4	1	2	1
ENSG00000244392	0	0	0	0	0	0
ENSG00000244395	0	0	0	0	0	0
ENSG00000244399	1	0	0	1	2	0
ENSG00000244402	1	0	1	0	1	0
ENSG00000244404	0	0	0	0	0	2
ENSG00000244405	332	226	307	200	226	158
ENSG00000244411	0	1	3	0	2	5
ENSG00000244414	2	1	5	1	7	0
ENSG00000244425	17	11	19	25	23	21
ENSG00000244437	0	0	0	0	0	0
ENSG00000244462	2063	2065	1933	1410	1746	1291
ENSG00000244474	1	0	4	1	3	0
ENSG00000244476	13	11	20	8	12	13
ENSG00000244479	242	238	242	208	271	200
ENSG00000244482	12	7	14	8	5	10
ENSG00000244486	90	109	87	65	73	53
ENSG00000244493	3	1	1	0	2	0
ENSG00000244501	2	0	2	0	4	0
ENSG00000244502	0	0	1	1	1	1
ENSG00000244509	152	180	155	109	127	117
ENSG00000244512	0	0	0	0	0	0
ENSG00000244514	0	0	0	0	0	0
ENSG00000244521	0	0	1	0	0	0
ENSG00000244532	0	0	0	0	0	0
ENSG00000244534	0	0	1	2	0	0
ENSG00000244537	0	0	0	0	0	1
ENSG00000244541	1	0	3	1	4	0
ENSG00000244544	1	0	0	3	0	0
ENSG00000244558	13	9	13	3	6	13
ENSG00000244568	1	1	1	0	2	0
ENSG00000244575	0	0	0	0	0	0
ENSG00000244578	2	0	3	0	6	5
ENSG00000244586	15	8	18	8	15	9
ENSG00000244588	7	2	6	3	10	7
ENSG00000244607	27	30	22	30	26	24
ENSG00000244610	1	0	0	0	1	1
ENSG00000244617	55	30	45	31	46	42
ENSG00000244618	2	0	0	0	1	0
ENSG00000244623	0	0	1	1	2	4
ENSG00000244624	0	0	0	0	1	2
ENSG00000244632	0	0	0	1	0	0
ENSG00000244642	7	12	15	12	21	16
ENSG00000244646	0	0	0	0	0	0
ENSG00000244671	1	1	2	1	1	1
ENSG00000244677	0	1	2	1	1	0
ENSG00000244682	15	3	13	11	25	15
ENSG00000244687	104	101	132	72	83	77
ENSG00000244692	2	4	1	3	4	3
ENSG00000244693	9	5	16	12	13	9
ENSG00000244694	91	46	66	24	35	39
ENSG00000244710	1	1	2	0	1	0
ENSG00000244732	0	0	0	0	0	0
ENSG00000244734	2	0	2	1	2	1
ENSG00000244748	2	4	1	1	2	2
ENSG00000244752	2	2	4	4	3	1
ENSG00000244754	2093	1927	2498	1626	2143	1671
ENSG00000244879	1766	1484	1877	1245	1394	1223
ENSG00000244926	5	9	13	3	10	16
ENSG00000244968	89	100	76	59	91	51
ENSG00000245060	203	227	263	147	240	188
ENSG00000245067	21	15	18	13	19	9
ENSG00000245105	31	34	33	26	55	35
ENSG00000245112	7	12	13	5	9	6
ENSG00000245146	12	6	13	6	12	11
ENSG00000245148	6	7	23	4	16	14
ENSG00000245149	77	54	93	51	58	44
ENSG00000245164	5	3	8	3	12	10
ENSG00000245248	11	15	29	28	29	20
ENSG00000245275	8	13	13	17	18	7
ENSG00000245311	3	3	9	2	9	1
ENSG00000245526	16	11	21	23	18	9
ENSG00000245532	1743	1818	2472	2353	2330	1931
ENSG00000245556	85	98	82	62	94	67
ENSG00000245573	38	33	34	26	43	23
ENSG00000245598	7	4	12	1	12	2
ENSG00000245614	19	15	25	17	18	16
ENSG00000245680	348	348	386	267	351	275
ENSG00000245694	146	124	153	91	105	85
ENSG00000245711	5	3	13	9	10	8
ENSG00000245848	85	112	141	88	101	65
ENSG00000245849	74	107	124	60	129	79
ENSG00000245870	1	0	1	1	2	1
ENSG00000245910	874	840	935	557	853	640
ENSG00000245937	151	135	182	112	128	126
ENSG00000246022	7	8	5	6	12	11
ENSG00000246067	135	142	163	130	165	114
ENSG00000246095	1	1	1	1	2	1
ENSG00000246100	15	30	21	18	24	15
ENSG00000246145	8	18	10	24	25	13
ENSG00000246174	91	56	57	52	59	43
ENSG00000246228	5	3	8	3	5	8
ENSG00000246273	72	74	75	51	65	54
ENSG00000246334	47	54	59	45	57	39
ENSG00000246339	25	12	22	16	30	14
ENSG00000246430	1	1	7	1	0	2
ENSG00000246627	6	2	14	4	7	5
ENSG00000246662	15	10	11	7	11	14
ENSG00000246695	163	162	192	143	221	135
ENSG00000246705	157	226	220	182	252	173
ENSG00000246763	6	4	13	10	7	11
ENSG00000246859	382	320	389	265	298	256
ENSG00000246877	47	45	27	28	30	22
ENSG00000246898	2	0	5	3	4	2
ENSG00000246922	141	102	143	103	92	106
ENSG00000246985	17	13	11	15	18	13
ENSG00000247077	759	745	747	509	640	507
ENSG00000247081	19	11	30	23	23	27
ENSG00000247092	69	106	104	74	77	50
ENSG00000247095	19	26	22	17	34	31
ENSG00000247151	8	13	8	2	1	7
ENSG00000247157	9	14	24	12	19	12
ENSG00000247240	42	50	64	39	40	26
ENSG00000247271	89	99	84	73	89	66
ENSG00000247315	636	674	605	460	581	471
ENSG00000247381	1	0	0	1	0	2
ENSG00000247400	80	79	88	51	86	58
ENSG00000247473	1	1	2	4	3	1
ENSG00000247516	242	266	258	234	301	246
ENSG00000247556	2825	3000	3288	2321	3061	2311
ENSG00000247572	164	128	157	129	149	126
ENSG00000247595	22	26	31	20	33	34
ENSG00000247596	150	163	162	80	140	112
ENSG00000247624	12	13	7	1	12	10
ENSG00000247626	208	211	229	139	203	158
ENSG00000247675	46	39	38	15	14	28
ENSG00000247708	76	73	87	61	61	47
ENSG00000247746	257	295	323	201	345	233
ENSG00000247774	2	4	4	5	3	1
ENSG00000247775	27	23	23	5	13	19
ENSG00000247809	249	242	251	210	225	175
ENSG00000247828	300	257	361	243	294	239
ENSG00000247950	61	55	62	50	68	44
ENSG00000247982	6	14	11	10	21	12
ENSG00000247993	0	0	0	0	0	0
ENSG00000248019	16	8	23	11	22	11
ENSG00000248049	146	172	207	141	202	131
ENSG00000248079	6	10	17	5	7	12
ENSG00000248092	293	273	366	218	285	225
ENSG00000248098	51	62	60	49	47	53
ENSG00000248099	5	3	11	3	0	7
ENSG00000248118	0	1	2	0	3	5
ENSG00000248131	0	0	2	0	4	2
ENSG00000248144	2	5	3	8	8	5
ENSG00000248167	0	0	0	0	0	0
ENSG00000248192	1	2	2	1	2	0
ENSG00000248197	2	0	3	0	1	0
ENSG00000248211	3	1	0	1	2	2
ENSG00000248221	1	0	3	1	6	3
ENSG00000248228	5	2	5	5	4	2
ENSG00000248256	11	8	18	6	11	9
ENSG00000248275	93	108	82	85	114	78
ENSG00000248307	3	2	9	1	7	6
ENSG00000248309	26	11	28	9	22	18
ENSG00000248323	2	1	2	0	5	0
ENSG00000248329	61	91	67	54	95	75
ENSG00000248330	1	0	1	0	0	1
ENSG00000248333	284	296	323	209	279	198
ENSG00000248334	32	27	21	18	19	32
ENSG00000248360	13	3	12	13	14	12
ENSG00000248383	60	52	59	29	47	39
ENSG00000248385	1	1	0	1	6	1
ENSG00000248397	1	1	0	3	4	3
ENSG00000248405	2	5	11	3	5	5
ENSG00000248441	67	80	72	43	41	56
ENSG00000248464	0	0	3	1	3	1
ENSG00000248476	15	4	12	10	14	10
ENSG00000248483	29	17	26	31	31	20
ENSG00000248485	9	5	5	3	9	3
ENSG00000248487	83	114	87	83	116	97
ENSG00000248492	1	0	1	0	0	0
ENSG00000248494	2	3	11	10	6	5
ENSG00000248508	35	54	59	28	58	44
ENSG00000248550	3	3	6	2	3	7
ENSG00000248555	1	2	4	0	2	4
ENSG00000248572	0	0	3	1	1	2
ENSG00000248587	28	16	38	17	17	20
ENSG00000248592	12	6	8	14	12	6
ENSG00000248633	0	0	0	0	0	0
ENSG00000248643	19	15	25	25	10	8
ENSG00000248663	0	0	1	1	1	2
ENSG00000248668	12	7	9	17	7	7
ENSG00000248672	0	0	0	0	0	0
ENSG00000248673	1	0	0	1	2	1
ENSG00000248682	0	0	2	0	1	0
ENSG00000248690	14	8	13	3	13	8
ENSG00000248698	2	0	13	5	7	3
ENSG00000248712	46	51	42	38	57	49
ENSG00000248724	8	5	12	5	11	8
ENSG00000248730	0	0	9	4	7	4
ENSG00000248746	48	28	28	9	12	30
ENSG00000248771	10	8	12	5	2	9
ENSG00000248809	4	5	5	1	2	7
ENSG00000248830	0	0	0	0	0	0
ENSG00000248866	22	21	15	31	41	16
ENSG00000248871	0	1	0	1	0	1
ENSG00000248874	2	0	6	4	2	1
ENSG00000248890	6	4	6	4	5	5
ENSG00000248893	5	2	2	3	5	4
ENSG00000248905	1369	1234	1621	1300	1506	1138
ENSG00000248919	0	5	4	2	2	3
ENSG00000248920	0	0	0	0	0	0
ENSG00000248933	0	0	0	0	1	0
ENSG00000248942	1	0	2	3	2	5
ENSG00000248958	2	9	2	2	5	4
ENSG00000249054	3	1	6	9	5	4
ENSG00000249057	0	2	4	5	1	3
ENSG00000249069	2	1	3	1	6	5
ENSG00000249071	1	0	1	1	0	0
ENSG00000249082	0	0	0	0	0	0
ENSG00000249104	0	0	0	1	4	0
ENSG00000249115	457	434	464	238	340	305
ENSG00000249139	0	0	1	1	3	2
ENSG00000249158	69	76	74	66	78	51
ENSG00000249173	3	3	3	2	3	1
ENSG00000249222	5	2	6	3	2	1
ENSG00000249231	2	0	4	5	10	4
ENSG00000249242	406	304	311	166	174	222
ENSG00000249267	18	13	23	15	19	22
ENSG00000249306	5	0	4	3	5	7
ENSG00000249307	8	4	12	2	9	4
ENSG00000249310	0	0	4	0	0	1
ENSG00000249343	1	0	0	0	2	0
ENSG00000249346	13	8	17	15	16	13
ENSG00000249348	37	52	55	28	60	50
ENSG00000249375	9	9	12	7	12	6
ENSG00000249378	1	0	7	0	8	2
ENSG00000249381	1	1	0	1	0	1
ENSG00000249395	55	38	52	26	51	50
ENSG00000249407	3	4	3	0	8	2
ENSG00000249421	5	3	3	4	3	3
ENSG00000249437	207	240	293	175	235	200
ENSG00000249459	353	335	447	224	339	233
ENSG00000249464	38	29	50	48	43	31
ENSG00000249471	137	116	129	73	135	88
ENSG00000249481	0	0	2	0	3	0
ENSG00000249491	0	0	0	0	0	2
ENSG00000249500	0	2	3	2	1	5
ENSG00000249506	0	0	0	0	0	0
ENSG00000249534	2	2	4	0	7	7
ENSG00000249550	14	6	17	9	10	7
ENSG00000249553	2	0	1	3	0	0
ENSG00000249581	0	1	0	0	1	3
ENSG00000249601	0	3	5	1	2	1
ENSG00000249628	9	1	10	8	2	7
ENSG00000249641	1	0	0	1	3	0
ENSG00000249647	4	1	6	3	7	1
ENSG00000249667	1	0	2	1	1	1
ENSG00000249669	119	76	109	52	49	58
ENSG00000249673	132	173	165	137	166	128
ENSG00000249693	7	7	7	5	8	6
ENSG00000249700	10	10	15	5	13	8
ENSG00000249709	31	38	39	28	47	19
ENSG00000249730	1	0	1	2	0	1
ENSG00000249740	5	0	7	1	8	4
ENSG00000249751	8	1	13	7	7	7
ENSG00000249786	6	13	16	5	12	9
ENSG00000249808	3	0	0	0	0	0
ENSG00000249811	0	0	0	0	0	0
ENSG00000249816	18	7	15	5	20	17
ENSG00000249833	2	0	0	0	1	3
ENSG00000249835	24	17	33	18	24	17
ENSG00000249853	5	9	14	10	16	13
ENSG00000249859	78	61	80	30	47	53
ENSG00000249860	3	0	0	2	0	1
ENSG00000249861	2	1	2	5	6	0
ENSG00000249884	0	2	7	2	1	1
ENSG00000249885	1	1	2	1	2	1
ENSG00000249915	787	796	842	578	850	666
ENSG00000249917	2	0	6	3	6	3
ENSG00000249931	9	18	16	6	13	9
ENSG00000249947	1	7	3	1	2	2
ENSG00000249948	42	65	60	98	178	86
ENSG00000249961	8	1	5	5	9	4
ENSG00000249986	17	9	14	9	12	18
ENSG00000249992	13	4	15	12	6	4
ENSG00000249993	0	0	1	0	2	0
ENSG00000250021	4	1	3	7	4	3
ENSG00000250033	12	15	14	11	19	14
ENSG00000250036	0	0	0	0	1	0
ENSG00000250048	0	0	3	1	1	4
ENSG00000250056	11	7	5	5	8	10
ENSG00000250067	48	35	59	27	29	36
ENSG00000250091	85	79	109	52	84	97
ENSG00000250095	0	1	6	2	1	1
ENSG00000250106	0	1	0	0	1	1
ENSG00000250107	8	6	7	5	7	7
ENSG00000250120	79	85	104	69	78	68
ENSG00000250133	37	24	26	22	35	28
ENSG00000250151	5	4	9	6	1	3
ENSG00000250170	0	2	3	4	2	4
ENSG00000250174	8	1	11	1	4	0
ENSG00000250208	54	43	67	22	30	38
ENSG00000250218	0	0	5	0	2	0
ENSG00000250223	2	0	1	1	4	4
ENSG00000250254	0	0	1	0	0	0
ENSG00000250298	0	0	2	0	1	0
ENSG00000250304	0	0	0	0	0	0
ENSG00000250305	248	409	517	306	513	356
ENSG00000250312	239	207	225	168	194	159
ENSG00000250317	196	221	216	137	193	145
ENSG00000250331	2	0	0	0	0	0
ENSG00000250334	1	1	1	4	2	0
ENSG00000250337	45	20	41	16	25	22
ENSG00000250361	6	3	3	6	5	5
ENSG00000250366	7	9	4	3	4	8
ENSG00000250423	11	4	10	7	12	8
ENSG00000250433	5	3	2	3	2	4
ENSG00000250446	0	1	1	2	2	2
ENSG00000250451	24	17	18	11	10	13
ENSG00000250472	0	1	0	0	1	1
ENSG00000250479	199	269	293	214	296	215
ENSG00000250486	52	68	59	48	50	42
ENSG00000250506	19	20	22	8	20	11
ENSG00000250510	301	410	482	325	460	339
ENSG00000250565	55	48	46	38	48	36
ENSG00000250571	78	80	88	62	84	64
ENSG00000250582	9	4	9	6	4	11
ENSG00000250585	1	0	5	0	0	1
ENSG00000250600	1	1	1	2	1	0
ENSG00000250634	1	0	5	4	5	3
ENSG00000250682	26	24	25	16	26	30
ENSG00000250709	3	9	7	4	8	5
ENSG00000250716	3	1	1	2	2	0
ENSG00000250722	211	268	233	219	304	220
ENSG00000250733	0	1	6	2	9	0
ENSG00000250739	0	0	0	0	0	0
ENSG00000250741	0	0	0	0	0	0
ENSG00000250745	2	0	5	6	2	2
ENSG00000250772	1	0	3	2	2	2
ENSG00000250786	17	25	30	16	25	19
ENSG00000250799	105	85	108	61	128	102
ENSG00000250802	88	80	81	66	100	73
ENSG00000250844	7	3	13	8	7	2
ENSG00000250846	1	6	2	0	1	2
ENSG00000250868	0	0	0	0	0	0
ENSG00000250902	3	1	3	3	2	0
ENSG00000250903	119	130	148	107	170	123
ENSG00000250913	0	0	0	0	0	0
ENSG00000250929	3	0	0	0	0	0
ENSG00000250930	3	2	8	2	4	3
ENSG00000250947	3	0	1	0	0	0
ENSG00000250958	3	0	0	3	3	2
ENSG00000250988	24	23	26	18	19	15
ENSG00000251003	5	0	5	2	6	5
ENSG00000251011	4	2	3	2	2	0
ENSG00000251015	3	0	4	1	1	1
ENSG00000251018	1	4	6	0	3	0
ENSG00000251022	968	872	967	631	677	633
ENSG00000251039	0	0	0	0	0	0
ENSG00000251046	0	0	0	0	0	0
ENSG00000251075	0	0	0	0	0	0
ENSG00000251108	0	0	0	0	0	0
ENSG00000251128	0	1	4	2	1	0
ENSG00000251151	3	7	9	1	6	9
ENSG00000251165	8	4	9	5	8	6
ENSG00000251173	0	0	3	1	2	1
ENSG00000251179	7	4	6	4	8	3
ENSG00000251191	2	0	3	2	5	1
ENSG00000251192	95	90	101	78	94	69
ENSG00000251201	3	2	2	3	1	3
ENSG00000251209	75	56	68	52	70	54
ENSG00000251219	0	0	0	0	0	0
ENSG00000251221	1	5	0	3	2	2
ENSG00000251224	1	1	2	2	1	0
ENSG00000251247	132	157	199	146	179	135
ENSG00000251258	1	3	3	1	1	2
ENSG00000251260	0	3	1	0	2	1
ENSG00000251276	1	5	3	4	3	3
ENSG00000251287	8	14	17	20	16	9
ENSG00000251292	11	10	12	13	24	17
ENSG00000251321	1	1	4	1	5	1
ENSG00000251322	140	207	189	120	177	169
ENSG00000251324	0	1	4	0	2	1
ENSG00000251349	0	0	1	0	1	1
ENSG00000251359	21	17	15	14	8	10
ENSG00000251369	338	345	394	294	385	289
ENSG00000251372	4	1	2	0	1	1
ENSG00000251381	292	274	305	224	279	233
ENSG00000251389	0	0	0	0	0	0
ENSG00000251396	19	14	15	13	26	17
ENSG00000251398	1	1	2	0	0	1
ENSG00000251442	2	0	8	3	9	3
ENSG00000251450	2	3	5	0	6	4
ENSG00000251493	11	9	10	14	14	14
ENSG00000251503	5	10	11	3	6	9
ENSG00000251504	9	3	8	6	4	2
ENSG00000251533	10	17	14	17	23	14
ENSG00000251546	1	0	0	0	0	0
ENSG00000251562	45401	48675	53821	44756	46571	36512
ENSG00000251576	3	0	1	3	4	1
ENSG00000251586	8	4	6	1	6	4
ENSG00000251604	1	0	3	0	1	1
ENSG00000251620	6	3	7	1	1	3
ENSG00000251636	1	2	0	2	1	1
ENSG00000251655	3	3	7	2	7	5
ENSG00000251664	56	54	61	36	66	54
ENSG00000251666	10	7	6	5	10	3
ENSG00000251692	1	2	2	0	1	2
ENSG00000251697	1	0	2	0	0	1
ENSG00000251698	0	0	0	0	1	0
ENSG00000251702	1	0	3	0	2	1
ENSG00000251703	7	2	3	4	4	2
ENSG00000251705	0	0	0	0	0	0
ENSG00000251706	2	0	1	0	0	0
ENSG00000251707	0	0	0	0	0	0
ENSG00000251711	0	0	0	0	0	0
ENSG00000251712	3	3	2	1	2	2
ENSG00000251714	2	0	1	0	0	2
ENSG00000251717	2	0	4	1	1	3
ENSG00000251718	0	0	1	1	0	0
ENSG00000251719	0	0	0	0	0	0
ENSG00000251720	1	2	3	1	1	0
ENSG00000251722	0	0	2	3	0	0
ENSG00000251724	1	1	0	2	0	1
ENSG00000251726	1	0	0	0	0	1
ENSG00000251727	0	0	0	0	0	0
ENSG00000251729	0	0	1	0	0	1
ENSG00000251732	0	0	1	0	0	0
ENSG00000251733	1	2	1	1	2	4
ENSG00000251739	4	2	6	2	3	3
ENSG00000251741	0	0	0	0	0	0
ENSG00000251742	0	0	0	3	0	0
ENSG00000251745	0	2	2	1	1	3
ENSG00000251746	0	0	0	0	0	0
ENSG00000251747	0	0	0	0	0	0
ENSG00000251748	1	1	0	3	0	2
ENSG00000251750	0	0	0	0	0	0
ENSG00000251751	0	0	0	0	1	1
ENSG00000251752	0	1	4	1	2	2
ENSG00000251753	0	0	2	0	0	0
ENSG00000251754	0	0	0	0	0	0
ENSG00000251756	0	0	0	0	1	4
ENSG00000251757	0	0	0	0	0	0
ENSG00000251759	0	0	1	0	0	0
ENSG00000251760	2	1	1	0	0	0
ENSG00000251761	1	0	0	1	1	0
ENSG00000251763	0	0	0	0	0	0
ENSG00000251764	0	0	0	0	0	2
ENSG00000251766	0	0	0	0	0	0
ENSG00000251767	1	0	1	0	2	0
ENSG00000251768	0	1	2	1	1	1
ENSG00000251770	0	0	1	0	0	0
ENSG00000251771	1	3	2	0	3	0
ENSG00000251773	0	0	0	0	0	0
ENSG00000251774	2	0	0	3	3	1
ENSG00000251776	0	1	3	0	0	0
ENSG00000251781	0	0	0	0	1	0
ENSG00000251783	1	0	1	1	3	1
ENSG00000251785	1	6	2	0	1	3
ENSG00000251787	0	1	1	0	0	1
ENSG00000251788	0	1	1	0	0	1
ENSG00000251789	0	0	0	0	0	0
ENSG00000251791	426	667	478	431	464	447
ENSG00000251794	0	1	0	2	0	1
ENSG00000251798	0	0	0	0	1	0
ENSG00000251804	0	1	1	0	0	0
ENSG00000251807	2	0	1	0	2	2
ENSG00000251809	0	0	0	0	0	0
ENSG00000251810	0	0	0	0	0	0
ENSG00000251813	0	0	0	0	0	0
ENSG00000251814	0	1	0	0	0	0
ENSG00000251815	39	34	35	15	19	26
ENSG00000251816	0	0	0	0	0	0
ENSG00000251819	1	0	4	1	1	1
ENSG00000251821	5	3	2	4	3	0
ENSG00000251823	0	0	0	0	0	0
ENSG00000251825	0	0	1	0	2	0
ENSG00000251829	0	0	0	0	0	0
ENSG00000251831	0	1	0	1	3	0
ENSG00000251834	1	0	1	2	4	2
ENSG00000251835	0	0	2	3	2	2
ENSG00000251839	0	0	4	0	0	0
ENSG00000251840	0	0	0	0	0	0
ENSG00000251841	0	0	0	0	0	0
ENSG00000251842	0	0	0	0	0	0
ENSG00000251843	0	0	0	0	0	1
ENSG00000251850	0	0	0	0	1	0
ENSG00000251851	0	0	0	0	0	0
ENSG00000251854	0	0	0	0	0	0
ENSG00000251856	1	0	0	0	0	0
ENSG00000251857	0	0	1	0	0	0
ENSG00000251859	1	0	0	0	0	1
ENSG00000251862	2	0	1	0	0	0
ENSG00000251865	0	0	1	0	1	0
ENSG00000251868	6	2	3	1	1	1
ENSG00000251869	13	21	13	15	26	12
ENSG00000251870	2	2	5	4	2	2
ENSG00000251873	0	0	0	0	0	0
ENSG00000251874	0	1	0	0	0	1
ENSG00000251875	4	0	2	1	3	3
ENSG00000251877	0	1	1	0	0	1
ENSG00000251880	6	3	3	1	6	4
ENSG00000251882	0	0	0	1	0	0
ENSG00000251883	0	0	1	0	0	0
ENSG00000251884	0	0	0	0	0	1
ENSG00000251886	1	0	0	0	0	0
ENSG00000251887	1	0	2	0	0	1
ENSG00000251888	0	0	0	0	1	1
ENSG00000251889	0	0	0	1	0	1
ENSG00000251890	0	0	4	0	1	0
ENSG00000251891	2	2	0	2	0	2
ENSG00000251892	0	1	2	1	2	0
ENSG00000251895	0	0	2	0	0	2
ENSG00000251896	45	39	34	23	19	28
ENSG00000251897	0	0	2	0	1	1
ENSG00000251898	6	4	2	1	9	6
ENSG00000251900	0	0	0	0	0	0
ENSG00000251904	1	0	0	0	0	0
ENSG00000251905	1	0	0	0	0	1
ENSG00000251906	0	0	1	0	0	0
ENSG00000251907	1	0	0	0	0	0
ENSG00000251908	0	0	0	0	2	0
ENSG00000251913	6	11	9	8	13	4
ENSG00000251914	0	0	1	0	2	1
ENSG00000251915	1	1	1	2	0	2
ENSG00000251916	0	0	0	0	0	0
ENSG00000251917	0	0	0	0	0	0
ENSG00000251919	0	0	0	0	1	0
ENSG00000251920	0	0	0	0	0	0
ENSG00000251923	0	0	1	0	0	0
ENSG00000251924	0	0	1	0	0	0
ENSG00000251929	0	0	0	0	0	0
ENSG00000251931	0	0	0	0	0	0
ENSG00000251934	0	0	4	2	3	1
ENSG00000251935	3	0	0	0	0	0
ENSG00000251936	1	0	0	0	0	2
ENSG00000251937	0	0	0	0	0	0
ENSG00000251939	0	0	0	3	1	2
ENSG00000251941	1	0	0	4	0	2
ENSG00000251943	0	0	0	0	0	1
ENSG00000251946	0	0	1	0	0	0
ENSG00000251947	0	0	1	0	1	0
ENSG00000251951	1	0	0	0	0	0
ENSG00000251952	2	0	4	1	0	0
ENSG00000251953	0	0	0	0	0	0
ENSG00000251954	0	0	0	0	0	0
ENSG00000251955	0	0	1	0	0	0
ENSG00000251956	0	0	0	0	0	0
ENSG00000251957	0	0	2	0	0	0
ENSG00000251958	0	1	1	0	0	0
ENSG00000251960	0	0	0	0	0	0
ENSG00000251961	0	0	0	0	0	0
ENSG00000251964	0	0	0	0	0	0
ENSG00000251965	0	0	0	0	1	0
ENSG00000251970	0	0	0	0	0	0
ENSG00000251971	1	1	2	0	1	0
ENSG00000251972	3	4	4	4	2	1
ENSG00000251973	0	0	0	0	1	0
ENSG00000251975	0	0	0	0	1	0
ENSG00000251976	0	0	3	0	1	0
ENSG00000251977	0	0	0	0	0	1
ENSG00000251978	0	0	0	0	0	0
ENSG00000251980	0	0	0	0	0	0
ENSG00000251981	0	0	0	0	0	0
ENSG00000251982	0	0	0	0	1	0
ENSG00000251983	0	0	1	0	1	0
ENSG00000251985	0	0	0	0	0	0
ENSG00000251988	3	2	8	2	1	2
ENSG00000251990	1	0	2	0	1	2
ENSG00000251991	8	2	6	8	4	1
ENSG00000251992	2	0	0	1	1	0
ENSG00000251993	1	0	1	0	0	1
ENSG00000251994	3	4	9	2	6	4
ENSG00000251997	1	0	0	0	0	0
ENSG00000251998	0	0	2	0	2	0
ENSG00000252001	0	1	2	0	0	0
ENSG00000252002	0	0	1	2	1	1
ENSG00000252003	1	4	4	1	1	0
ENSG00000252005	1	0	0	0	0	0
ENSG00000252008	0	0	0	0	1	0
ENSG00000252010	887	1354	1205	920	1289	903
ENSG00000252012	0	0	0	0	0	0
ENSG00000252013	0	0	0	0	0	0
ENSG00000252015	0	0	0	0	0	0
ENSG00000252017	1	0	2	0	0	0
ENSG00000252018	0	0	0	0	0	0
ENSG00000252019	1	1	0	1	1	0
ENSG00000252023	0	1	0	0	0	0
ENSG00000252025	0	0	0	0	0	0
